country,continents,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Canada,South America,1955,48.57,878424865,10057.18,ISO322,794
China,Asia,1998,84.22,1041334875,62702.41,ISO295,934
Canada,Europe,1992,76.35,808629794,57933.43,ISO699,578
India,Africa,2008,71.94,1176953423,52810.92,ISO398,889
Argentina,Asia,1987,70.47,384705420,13252.39,ISO628,885
Nigeria,South America,1960,66.42,480867362,22171.72,ISO587,265
Russia,Europe,1950,72.43,611344745,32060.99,ISO310,521
Egypt,Europe,1966,58.99,1210963061,23114.44,ISO331,251
Spain,North America,1987,78.04,1115078495,18997.01,ISO969,744
Japan,Europe,1960,71.34,904211121,64623.26,ISO794,801
Japan,Europe,1998,74.71,199633509,51420.35,ISO773,260
Saudi Arabia,South America,2008,75.66,586306565,45672.3,ISO466,66
Saudi Arabia,South America,1955,44.14,1021153713,18850.26,ISO580,395
China,Asia,1982,42.5,106212645,73528.05,ISO681,543
Italy,Africa,1966,76.04,770347749,16103.46,ISO671,860
Indonesia,South America,1976,51.67,1169184173,63801.12,ISO278,420
Saudi Arabia,Asia,1971,66.19,217539380,77367.14,ISO583,56
France,Europe,1955,59.97,744392588,58440.33,ISO688,767
Indonesia,Asia,1998,40.99,498378222,79435.84,ISO594,41
Russia,Asia,1955,41.81,600149963,52433.04,ISO646,311
Australia,Asia,2019,77.22,1208843322,18179.37,ISO115,849
Canada,Oceania,1992,67.35,1373452768,17101.74,ISO565,654
Russia,Asia,2003,63.57,877469147,26640.58,ISO501,901
Australia,South America,1998,82.5,650325688,1563.27,ISO393,56
Russia,Oceania,1955,47.79,1333741841,54854.18,ISO270,609
Argentina,Africa,1987,51.61,362509273,22224.75,ISO131,609
Brazil,Asia,1987,74.05,1117170549,65399.48,ISO362,455
Italy,North America,1950,74.89,910119271,29374.64,ISO314,464
Nigeria,Europe,1950,58.22,347703939,38916.56,ISO657,778
China,Europe,2014,82.79,163224241,77289.42,ISO288,489
Argentina,Oceania,1966,82.22,256740123,20131.6,ISO885,838
South Africa,Europe,1955,40.56,239402265,57979.07,ISO682,140
Argentina,Europe,2008,47.75,931425580,60654.31,ISO907,977
United Kingdom,Oceania,2025,76.91,1252302318,18458.85,ISO699,375
Saudi Arabia,Europe,1950,55.08,318087017,40578.75,ISO945,962
Nigeria,Asia,1992,44.3,817808865,28665.95,ISO360,259
Saudi Arabia,Africa,2014,75.32,1140482205,61980.59,ISO281,398
Mexico,Oceania,1960,60.46,952291132,50176.18,ISO604,40
Indonesia,North America,2019,62.16,720614356,38602.66,ISO441,657
Spain,Oceania,2019,48.39,1153007595,62569.7,ISO121,150
Saudi Arabia,South America,2019,69.74,193729302,19577.29,ISO173,11
Saudi Arabia,North America,1950,64.81,1138004512,60536.13,ISO701,254
Spain,South America,1955,49.3,1335841089,69364.57,ISO946,650
Argentina,Oceania,1987,55.31,430257455,70411.11,ISO265,574
Japan,South America,1971,66.86,941073786,62910.21,ISO333,638
South Africa,North America,2003,81.62,1022039829,33233.12,ISO474,450
China,Asia,1982,81.42,362716239,78562.83,ISO532,266
United Kingdom,Oceania,1976,52.96,23387603,30987.9,ISO740,635
Russia,Oceania,2014,73.1,148610309,51451.41,ISO433,442
United States,Europe,1950,74.9,50457132,13724.86,ISO903,262
Nigeria,Oceania,1976,76.4,863136854,78455.46,ISO706,326
Mexico,Oceania,2003,65.68,1259905927,56614.89,ISO639,533
South Africa,Asia,1982,40.47,1387554532,60516.83,ISO965,304
United States,Europe,1966,74.28,284213973,6196.36,ISO134,868
Germany,Africa,1987,44.8,763871301,61310.01,ISO543,488
Indonesia,South America,1987,45.26,495125045,62203.15,ISO330,95
Brazil,North America,1982,67.25,684619359,54070.05,ISO417,167
Mexico,Africa,2003,84.26,677334373,24060.86,ISO442,659
Nigeria,Europe,2025,50.91,1032846806,39685.51,ISO529,338
Saudi Arabia,Asia,1955,69.06,618360560,9724.32,ISO975,928
United States,North America,1976,53.66,1053578876,38255.38,ISO736,318
Egypt,South America,1976,80.44,110475404,20262.08,ISO565,917
Germany,Oceania,2008,66.71,289465311,28578.66,ISO178,948
Spain,Oceania,2025,49.34,1313246357,13845.43,ISO992,241
Egypt,Africa,2008,51.8,949320262,19174.3,ISO672,689
United States,South America,1982,59.46,1374082517,7048.92,ISO548,86
South Africa,Europe,1976,45.49,927613588,73672.21,ISO828,672
Nigeria,South America,1955,43.54,1049771333,42902.44,ISO381,969
Nigeria,Asia,1987,70.6,94582268,32342.62,ISO774,112
Brazil,Africa,2025,58.32,138360781,43267.31,ISO156,181
India,Africa,1966,72.68,89475535,50635.17,ISO290,253
China,Asia,1992,44.95,467056962,73828.42,ISO743,768
Mexico,South America,1987,67.44,317581256,15116.74,ISO562,570
Mexico,Asia,2019,59.95,53374868,24348.65,ISO141,670
China,North America,1960,42.61,1387175069,78087.36,ISO585,906
Nigeria,Asia,1960,64.52,308873245,30324.25,ISO272,94
Spain,South America,1987,43.73,459197417,2782.37,ISO778,342
South Africa,Asia,1955,77.25,33604895,12663.84,ISO349,641
India,Europe,1992,68.44,564350294,3080.76,ISO609,852
France,Oceania,1966,65.06,313117762,79203.93,ISO601,172
Argentina,Asia,2025,46.01,294549184,23030.8,ISO292,142
United Kingdom,Oceania,1976,52.94,933810562,73959.88,ISO889,520
Saudi Arabia,Asia,1960,62.18,1053611300,79675.02,ISO849,581
Nigeria,South America,1960,68.5,1080084870,48387.46,ISO841,626
Japan,North America,1960,48.25,19904752,3622.51,ISO264,187
Nigeria,North America,2003,40.4,2418038,7445.74,ISO854,783
Italy,Oceania,2014,55.51,970310083,39045.54,ISO189,173
France,South America,1998,61.73,968874625,33087.59,ISO790,365
United Kingdom,South America,2008,48.3,126815501,48888.01,ISO157,247
Egypt,South America,2019,62.15,132095652,35668.98,ISO362,846
Egypt,Europe,2019,55.23,922708574,74792.07,ISO747,141
Brazil,Africa,2019,60.48,954762676,43244.44,ISO849,31
Germany,Asia,2008,55.64,837956350,55804.36,ISO918,522
Brazil,South America,1955,68.28,349254622,71822.34,ISO342,401
Russia,South America,1987,41.93,263584110,12602.88,ISO762,336
France,South America,1992,47.69,1270357290,19149.04,ISO957,968
South Africa,North America,2025,59.47,95697237,9478.17,ISO975,320
Canada,South America,1987,56.03,1394737417,12031.43,ISO858,566
Russia,Asia,2025,57.62,192813344,41494.13,ISO318,429
Australia,South America,1998,76.17,466210962,26373.16,ISO108,139
Australia,Asia,1960,79.88,746749592,34430.65,ISO529,693
Mexico,Europe,1982,51.19,1253729206,78616.7,ISO905,644
Indonesia,Africa,2003,77.64,893863021,13379.64,ISO978,712
Canada,North America,1998,60.65,193327007,43724.15,ISO112,270
Saudi Arabia,Asia,1955,52.32,1013275096,8810.82,ISO874,110
Nigeria,Oceania,1966,84.35,1255212944,26161.21,ISO324,563
South Africa,Europe,2008,77.12,525348941,42674.55,ISO842,141
South Africa,Africa,2014,84.74,161769100,75783.91,ISO789,914
Saudi Arabia,Africa,2019,47.57,1375033125,31907.03,ISO858,618
United Kingdom,Africa,2014,46.47,456428673,6127.63,ISO166,50
Japan,Asia,1976,62.65,844427871,31664.75,ISO908,992
Saudi Arabia,Europe,2003,68.74,475349625,12513.55,ISO768,668
South Africa,South America,1971,47.7,307046055,19169.18,ISO776,371
Indonesia,Oceania,2014,78.72,33861829,49829.16,ISO602,9
Italy,Europe,1992,63.94,1328224536,6326.49,ISO283,526
Spain,Europe,1998,58.49,657735298,37713.18,ISO307,532
China,Europe,1966,67.09,23915025,49147.47,ISO627,658
Saudi Arabia,Asia,1971,68.57,686918897,34326.81,ISO399,275
South Africa,Oceania,1966,41.93,871585717,2510.98,ISO917,827
Spain,Asia,2019,85.0,656095542,78856.03,ISO340,69
Mexico,Oceania,2014,56.38,1056493925,30002.15,ISO554,423
Egypt,Oceania,2019,42.77,703089450,62507.6,ISO841,342
Argentina,Asia,1987,78.35,1089641666,26726.07,ISO629,937
Saudi Arabia,Oceania,2014,84.69,1099361967,38526.32,ISO758,501
United States,Europe,1987,76.74,1063471063,31688.63,ISO343,472
United Kingdom,Asia,2025,78.33,903738158,28060.6,ISO662,334
India,Oceania,1960,68.17,291031343,2726.26,ISO870,771
Germany,Africa,1950,81.5,1076083739,29441.65,ISO337,642
United States,Asia,1976,41.61,1158347631,71269.71,ISO345,134
Nigeria,North America,1955,74.5,207300464,55541.07,ISO444,997
Brazil,Asia,1955,70.18,1385878369,12488.41,ISO583,533
Egypt,Asia,1960,42.23,1331909062,47701.25,ISO409,722
United States,Asia,1987,64.48,363795589,71486.24,ISO660,604
Canada,Oceania,1960,63.18,1330959281,56302.69,ISO383,441
Canada,Asia,1982,71.12,132681510,12746.07,ISO137,246
Japan,North America,1998,43.49,471719265,69558.77,ISO895,466
China,South America,2019,76.24,645328242,24821.98,ISO131,353
Germany,Asia,1998,46.27,267350940,36872.02,ISO342,20
Spain,Africa,1992,58.84,153340734,42565.28,ISO652,469
United Kingdom,North America,2014,79.66,678147075,68190.02,ISO391,738
Brazil,South America,1987,65.22,1015922308,74596.99,ISO714,885
Mexico,Oceania,1950,57.08,160912806,74442.58,ISO391,366
United Kingdom,Asia,1982,42.17,599455431,1628.38,ISO718,213
Indonesia,South America,1982,70.25,1115492558,73829.19,ISO857,614
France,Africa,1987,84.39,840464786,5296.57,ISO481,528
Australia,North America,1998,81.03,652574970,21996.12,ISO698,834
Saudi Arabia,North America,1971,72.28,1098376266,41684.04,ISO677,785
Australia,Oceania,1998,44.74,288550099,38914.13,ISO237,702
Argentina,Oceania,1992,50.77,983518710,48772.07,ISO937,423
China,Oceania,1992,48.41,1136730467,38876.25,ISO299,789
United States,South America,1987,56.0,1107314125,74815.68,ISO434,136
Australia,Asia,1976,50.6,1276965881,20003.36,ISO704,17
Saudi Arabia,Europe,1976,51.0,111088229,22647.95,ISO546,796
United States,North America,1950,67.75,536751887,73738.3,ISO447,47
Italy,Europe,2014,54.34,1107070016,7062.42,ISO377,380
Australia,North America,2025,70.47,220815271,49155.3,ISO631,298
Australia,Oceania,1976,82.66,967396928,54857.14,ISO900,399
Egypt,Asia,2019,68.73,1125478706,40937.8,ISO498,107
Australia,Asia,1966,73.82,101168660,55844.32,ISO490,448
Nigeria,North America,1966,73.82,750710139,14647.62,ISO701,65
India,South America,2019,54.88,106075083,68357.95,ISO661,568
Russia,Oceania,1955,40.67,1377534363,12062.03,ISO109,824
United Kingdom,Asia,2014,42.48,549823584,32664.18,ISO690,415
United Kingdom,Asia,2003,52.69,522592041,6945.35,ISO648,934
Indonesia,Africa,2019,71.03,1210183785,44071.68,ISO158,633
China,Asia,1966,80.8,230246012,53909.92,ISO187,324
Brazil,Africa,1971,83.15,255902824,75356.51,ISO558,134
China,Asia,2014,41.16,810653688,59407.56,ISO203,814
Saudi Arabia,Asia,2008,84.55,553502401,43747.13,ISO930,821
Mexico,South America,1971,54.51,318779810,74676.74,ISO888,202
Nigeria,South America,1971,77.93,874121989,38796.51,ISO203,908
Russia,Oceania,1966,48.11,1103707486,45335.25,ISO353,39
Egypt,Asia,1950,42.83,400001238,48091.78,ISO841,794
China,Oceania,2019,57.03,478812427,33388.4,ISO434,219
Australia,Oceania,1998,78.65,272303349,67240.13,ISO562,589
Saudi Arabia,Oceania,1987,49.94,1395662770,15628.9,ISO648,309
Germany,Oceania,1960,46.93,1150984667,44832.53,ISO400,570
United Kingdom,North America,1955,80.94,932720910,58056.43,ISO753,896
Argentina,North America,1992,82.23,309803730,72414.12,ISO654,15
Australia,Asia,1982,40.56,365730059,70829.55,ISO727,86
Nigeria,North America,1992,72.73,519449199,41190.48,ISO440,35
Argentina,Asia,2014,53.91,757202170,51809.75,ISO591,411
Brazil,South America,1955,56.86,227209663,32144.78,ISO183,89
Indonesia,Europe,1992,61.11,1138767738,37986.04,ISO358,966
Egypt,Africa,1998,59.21,611460023,72595.0,ISO459,747
Brazil,North America,1992,63.17,329106789,74525.62,ISO186,414
Indonesia,North America,2003,66.21,1197012394,71737.71,ISO527,960
Brazil,South America,1992,60.95,300858729,11931.3,ISO466,790
Germany,North America,1998,71.57,244506056,68156.64,ISO442,716
France,Asia,2014,72.34,537917387,75920.73,ISO446,566
South Africa,Asia,1998,59.82,1065617481,29538.73,ISO902,835
Canada,Europe,1966,46.41,619562746,41973.06,ISO195,259
Brazil,Europe,1998,68.83,1046591021,62548.53,ISO354,244
Russia,Europe,1960,74.78,1103860879,45404.17,ISO953,720
Germany,Asia,1976,68.71,1241978622,79485.2,ISO235,901
Russia,Oceania,1960,66.46,617768996,37001.36,ISO347,935
Nigeria,Oceania,2003,50.32,310163292,57401.47,ISO598,992
Canada,Europe,1992,69.03,900916165,63614.7,ISO983,899
France,Europe,1960,55.07,625877108,40033.93,ISO585,910
Italy,Asia,1955,81.38,483766801,68701.72,ISO501,997
Brazil,South America,1987,69.42,1209340009,44146.21,ISO703,711
France,North America,1976,52.52,1365845614,33520.41,ISO511,455
Japan,Africa,1987,61.28,410394334,9518.07,ISO547,759
Canada,Oceania,2025,78.1,817607927,32079.67,ISO346,835
Italy,Oceania,2014,55.1,179959093,58980.98,ISO869,4
Nigeria,Asia,1982,63.64,867449562,73781.63,ISO798,604
Italy,Asia,1960,70.59,1236895066,20882.67,ISO520,285
Russia,Africa,1987,73.95,654997629,29063.61,ISO223,654
Nigeria,Africa,1998,47.83,120718786,13162.92,ISO359,602
Japan,Europe,1950,65.43,405815974,55567.11,ISO268,517
Germany,Africa,1950,81.05,625782123,76854.89,ISO976,982
Nigeria,North America,2014,83.58,296432284,51635.23,ISO210,864
Argentina,North America,2014,69.53,193295886,49749.05,ISO389,683
United Kingdom,Oceania,1998,84.26,501571421,44725.7,ISO698,122
Nigeria,North America,2014,65.68,182118375,7988.0,ISO112,903
Australia,North America,1987,59.92,301593270,58630.8,ISO362,508
Italy,North America,2014,64.82,75303472,48561.91,ISO899,83
United Kingdom,Europe,1992,45.21,724333056,53256.66,ISO122,626
Australia,Oceania,1998,58.08,1197300316,72006.08,ISO299,680
United States,Asia,1976,60.63,704146996,62932.9,ISO341,897
United States,Oceania,1971,78.19,1283812703,62692.3,ISO338,960
Saudi Arabia,Oceania,1955,74.14,1196142281,74247.52,ISO402,222
Australia,Oceania,2003,67.06,200496154,79204.86,ISO264,520
Egypt,Africa,1992,55.63,964713586,46921.34,ISO837,914
Saudi Arabia,Asia,1976,48.42,681930695,9601.65,ISO275,730
Italy,Africa,1987,55.65,863159282,37271.26,ISO128,710
Japan,Europe,1992,70.59,260794153,63220.49,ISO776,469
United Kingdom,Europe,1992,51.84,988521078,3190.3,ISO634,797
Egypt,South America,1987,59.21,263480802,5494.11,ISO393,521
United Kingdom,South America,2008,57.4,668822831,6305.46,ISO576,894
Mexico,Europe,1998,74.45,1398644376,58751.82,ISO482,815
Italy,Europe,1987,79.77,1072385040,40592.16,ISO655,505
Saudi Arabia,Africa,1960,71.47,1276935830,30142.94,ISO872,61
Brazil,Europe,2014,55.37,1360762840,9343.75,ISO791,340
Egypt,Asia,1960,59.49,1006290735,58846.98,ISO395,513
Argentina,Africa,1955,46.45,1333100152,26360.57,ISO750,817
United States,Europe,1950,47.56,772169392,21960.6,ISO433,617
China,Africa,1966,47.39,61500702,52533.22,ISO347,429
Brazil,Africa,1955,45.88,1015350917,45161.86,ISO340,563
India,North America,2019,48.08,974442739,29630.44,ISO205,373
Italy,South America,2019,49.12,29826807,51677.51,ISO997,414
India,Africa,1955,45.03,885473534,22426.5,ISO784,791
Germany,Oceania,2014,68.81,121860611,63791.59,ISO660,969
Japan,Africa,2003,84.57,228947239,19116.2,ISO222,886
Nigeria,Oceania,2003,79.56,159105832,13548.18,ISO134,678
South Africa,North America,1971,42.05,936964928,62812.71,ISO717,847
India,Europe,1966,59.04,890837657,56923.47,ISO939,435
Japan,Africa,1950,78.67,684007734,15428.48,ISO515,966
Nigeria,North America,2025,46.06,1059162569,10183.41,ISO807,199
Mexico,Asia,2025,78.14,653459670,67233.53,ISO720,380
South Africa,North America,1992,66.67,1249028272,62351.28,ISO736,951
South Africa,South America,2019,81.91,245610716,26853.33,ISO426,368
Mexico,South America,1966,79.42,884493229,52997.6,ISO394,839
Indonesia,Europe,1971,70.47,480305562,10808.65,ISO531,647
South Africa,Oceania,1982,69.6,799070058,41056.77,ISO446,938
Egypt,Europe,1955,49.59,1315944158,2479.69,ISO136,408
South Africa,Oceania,1987,45.25,606125094,31936.55,ISO799,495
Germany,Oceania,2003,58.69,639178121,6912.58,ISO611,69
United Kingdom,Oceania,1955,48.4,483774541,38536.63,ISO948,915
Egypt,Oceania,2003,44.61,827399120,34312.85,ISO634,394
France,South America,1998,53.6,53036558,36106.42,ISO872,86
China,South America,1971,78.72,572666783,4581.17,ISO805,484
Japan,Africa,2014,40.77,447720805,29567.69,ISO977,780
France,South America,2008,53.17,1226331263,60762.22,ISO763,232
South Africa,Europe,1955,59.08,847715656,30144.24,ISO117,788
Russia,South America,1955,62.98,679353528,57498.58,ISO126,734
India,Europe,1966,48.17,153547850,30188.82,ISO635,228
Italy,Asia,1966,83.39,673511889,34435.92,ISO128,116
Canada,South America,2014,66.05,249480402,45547.48,ISO750,655
India,Europe,1987,63.49,801193717,76103.87,ISO757,188
Saudi Arabia,Oceania,2014,40.4,283299217,9599.98,ISO734,515
Mexico,North America,1976,61.86,1278810769,3600.19,ISO739,176
India,Oceania,1998,77.7,884421707,49028.62,ISO979,891
Russia,Africa,1987,49.88,363950659,75978.67,ISO216,526
Saudi Arabia,Europe,2014,55.8,653691950,79188.13,ISO231,912
Spain,Oceania,1982,40.93,1298900594,39248.98,ISO388,674
United Kingdom,South America,2014,83.96,242677572,37978.45,ISO817,208
Brazil,South America,1998,43.0,289558213,51952.14,ISO335,745
India,Asia,1966,80.42,1086371990,44895.15,ISO141,541
Canada,North America,1955,54.08,1194577833,51092.96,ISO259,322
Russia,Europe,2025,66.44,850779255,70045.95,ISO863,162
China,Oceania,1992,70.57,232808216,59958.19,ISO790,281
Argentina,North America,1955,46.34,181568941,40253.31,ISO224,905
Japan,Asia,1950,59.97,634259075,37487.29,ISO359,151
Argentina,Africa,1987,54.65,437669427,51528.54,ISO375,984
Germany,North America,1998,42.55,467312031,37000.8,ISO312,781
Italy,Asia,2025,77.49,694190187,37164.57,ISO572,86
Russia,Europe,1992,42.03,57335705,2288.17,ISO935,422
Italy,Africa,1950,69.4,1381025994,14751.07,ISO801,541
Saudi Arabia,South America,1982,54.13,587926858,39592.58,ISO669,586
Saudi Arabia,Asia,1955,48.65,985927212,65989.62,ISO530,552
Germany,South America,1976,70.02,1295688985,23019.43,ISO814,395
China,Africa,2014,65.85,643445255,42288.83,ISO179,136
Argentina,Asia,2003,54.19,167216063,28252.0,ISO327,943
Brazil,Asia,1971,63.08,217307452,9279.52,ISO194,641
South Africa,Africa,1950,51.08,1290176852,76705.58,ISO523,630
Nigeria,Europe,1955,78.87,659589972,68519.24,ISO615,607
China,Asia,1955,54.12,1148548743,7200.9,ISO264,245
China,Africa,1998,51.03,935645093,57863.19,ISO525,454
Indonesia,North America,1998,73.83,1391409228,28458.81,ISO911,203
Italy,South America,1976,40.79,352587547,79593.13,ISO992,722
Egypt,Asia,2003,52.06,1212948037,24889.48,ISO141,120
China,North America,2008,56.89,899323182,19860.34,ISO896,222
Brazil,Asia,1950,79.7,324711958,45863.35,ISO840,308
Nigeria,Europe,2003,82.77,275094009,66974.97,ISO502,246
France,Africa,2014,72.24,1072523856,16208.99,ISO854,295
Japan,Asia,1966,62.16,677255304,57042.82,ISO823,979
Mexico,Africa,2008,68.83,777970251,5851.12,ISO515,797
South Africa,Oceania,1998,58.63,151630009,73595.84,ISO399,304
United States,Asia,2003,53.45,1253918773,7404.92,ISO154,832
Mexico,Europe,1971,82.78,1205437061,73224.28,ISO435,687
Italy,Europe,1955,45.19,605874952,39773.77,ISO980,391
Indonesia,North America,1955,55.59,800034419,36399.2,ISO529,591
France,Europe,2025,80.46,790263908,77891.26,ISO784,212
Mexico,Africa,1982,72.54,1152029876,79240.35,ISO888,317
Brazil,Oceania,1982,41.31,1342025538,52364.07,ISO433,620
Canada,Europe,1976,41.04,529948705,11042.42,ISO840,29
United States,Asia,1950,63.24,735492974,40987.44,ISO505,866
China,Europe,2008,61.79,626713727,42803.88,ISO129,82
Nigeria,Oceania,2014,59.93,256130154,41641.27,ISO634,997
Canada,Africa,2008,53.61,148122300,45989.86,ISO616,131
Argentina,Asia,1960,84.4,197607880,2479.25,ISO674,416
Mexico,North America,1992,52.24,1179025229,57186.96,ISO320,140
Japan,North America,1998,62.05,550487336,57279.15,ISO926,337
France,North America,1950,58.22,759786527,10122.11,ISO693,551
South Africa,Asia,1955,47.66,161444530,46048.92,ISO593,391
Indonesia,North America,1987,49.12,1181537312,45900.53,ISO853,574
Indonesia,Europe,1982,81.32,903419412,54913.58,ISO352,233
Italy,Asia,1992,78.62,171533888,7746.42,ISO663,424
United States,Asia,1998,48.96,242418219,50493.76,ISO420,127
Italy,Asia,2008,79.4,639613834,23179.4,ISO138,91
Nigeria,South America,2025,49.41,566802560,41053.24,ISO564,852
Egypt,Africa,2025,68.19,1137661434,62092.56,ISO870,144
Indonesia,South America,2025,43.66,360661514,56746.03,ISO938,919
Canada,South America,2008,79.62,1197209788,10393.34,ISO510,788
Russia,South America,1966,42.32,1161120710,47703.6,ISO511,54
Nigeria,Africa,1966,64.97,1154950529,77560.21,ISO591,990
Brazil,South America,1982,75.09,972876494,13384.79,ISO537,570
Indonesia,North America,1950,45.26,521665415,68379.66,ISO578,932
Spain,Asia,1998,58.2,253682867,56501.3,ISO882,408
Egypt,Asia,2008,41.89,759066990,62146.26,ISO171,340
Germany,Europe,1992,70.72,325681817,23274.71,ISO681,665
Germany,Oceania,1955,53.84,475000167,23743.23,ISO319,668
United States,North America,2025,65.17,1132815977,72575.54,ISO103,966
Italy,Africa,1950,81.97,1244174834,29426.73,ISO961,734
United States,Oceania,1982,53.76,992978530,5978.22,ISO389,734
Australia,Asia,1976,42.19,813968947,48447.14,ISO479,369
United States,South America,2008,70.4,401255528,10860.6,ISO903,911
United Kingdom,Europe,1960,75.41,195637947,63931.1,ISO454,914
Saudi Arabia,Europe,1950,83.1,436955768,51697.97,ISO842,983
India,Asia,2008,47.1,1052126565,70103.39,ISO179,857
Spain,North America,1971,57.65,472939463,63002.14,ISO165,261
Spain,Oceania,1998,77.99,170511881,9856.98,ISO235,391
United Kingdom,Europe,2019,76.31,626063742,31104.58,ISO498,48
India,Asia,1966,68.12,442120086,62190.26,ISO802,272
Brazil,North America,1971,52.12,563880131,33969.98,ISO446,314
United States,Asia,1950,52.78,531029743,77816.87,ISO947,675
Russia,Asia,1950,45.58,931558003,59123.5,ISO158,281
South Africa,North America,1971,81.48,22005861,2224.49,ISO877,860
South Africa,North America,1976,47.78,1309069718,70518.87,ISO618,478
Mexico,North America,1971,65.78,853895748,8963.58,ISO979,570
South Africa,Asia,1955,66.3,505472183,12101.37,ISO813,148
Spain,Europe,1992,56.63,322286000,59024.9,ISO943,969
Mexico,Africa,1971,55.86,1396377360,69332.52,ISO336,238
Russia,Africa,2003,70.09,772115224,43371.62,ISO879,694
Brazil,Asia,2003,57.47,74222143,23834.93,ISO178,723
Italy,Asia,1971,51.48,197394325,28753.93,ISO657,139
South Africa,Europe,1998,57.96,618552609,28088.26,ISO854,448
Nigeria,North America,1992,76.34,1041757465,26807.57,ISO899,356
Nigeria,Asia,1960,83.49,359982907,20189.86,ISO771,397
Australia,South America,1971,68.62,1386663489,49100.5,ISO214,997
Germany,North America,2025,75.19,1243021467,72132.02,ISO561,278
France,Asia,2014,63.98,653674049,25259.51,ISO725,387
India,South America,2008,68.12,164774022,15748.85,ISO225,913
South Africa,Oceania,1971,84.46,466274883,67247.64,ISO701,326
Indonesia,Europe,1955,59.73,943700016,59600.88,ISO672,186
Germany,South America,2003,42.98,1204730278,74536.13,ISO599,576
India,Asia,1966,83.07,922253957,14076.06,ISO928,443
China,Africa,2003,75.69,1252795144,12395.85,ISO201,66
Australia,Asia,2003,57.92,237589363,43772.92,ISO725,876
United States,Africa,1955,84.21,708693819,49540.26,ISO273,730
United Kingdom,Europe,1971,55.55,468324190,38933.7,ISO551,875
Germany,Europe,1998,56.75,887003709,48318.36,ISO191,654
Germany,North America,2014,67.44,597810019,15250.0,ISO794,946
Egypt,North America,2008,52.35,1007943364,38889.49,ISO484,649
China,Africa,1955,71.44,5383305,52989.31,ISO304,37
United Kingdom,Africa,1998,46.88,449229134,35183.81,ISO462,708
Germany,Europe,2025,44.86,258791672,54676.34,ISO806,870
Argentina,South America,2019,64.07,1301402684,36644.11,ISO916,988
Indonesia,Africa,1992,65.0,707579808,27354.37,ISO597,835
Russia,Africa,1998,44.8,861540932,24984.8,ISO636,480
Argentina,South America,1976,83.39,1223916388,33461.26,ISO333,90
China,North America,1987,65.8,183837607,2824.08,ISO115,213
France,North America,1992,46.8,730635854,53813.49,ISO240,465
South Africa,Africa,2025,54.01,742170448,67763.35,ISO719,84
Nigeria,North America,2014,76.01,819219772,29015.54,ISO519,325
Japan,North America,1987,63.55,1364509292,4636.62,ISO555,418
France,Oceania,1971,48.47,198225150,78955.27,ISO399,854
Spain,North America,1971,44.63,422773945,21832.16,ISO438,995
Egypt,Europe,1976,59.38,417148649,11003.07,ISO402,193
Australia,Asia,2019,55.18,999427344,30210.45,ISO991,953
South Africa,Africa,1950,69.52,1014186500,59346.01,ISO691,863
Italy,Africa,2014,81.64,222799824,24219.41,ISO175,236
Saudi Arabia,Europe,2003,51.15,830251267,46401.55,ISO887,395
Nigeria,Asia,1987,78.49,62540230,33829.24,ISO879,941
Spain,Asia,1955,81.42,1017005464,10303.36,ISO723,172
Italy,Europe,1976,80.59,1395349924,27092.67,ISO415,446
Russia,South America,2019,82.84,376595559,58264.77,ISO599,766
Australia,South America,2019,77.89,1371283687,49348.31,ISO174,171
Italy,Asia,1992,66.71,87970410,10462.49,ISO825,234
Saudi Arabia,South America,2014,58.44,1069739400,13902.47,ISO465,153
Mexico,South America,1960,62.13,942833938,51617.94,ISO645,667
Brazil,South America,1955,79.27,1352012530,65259.82,ISO752,553
Argentina,Asia,1998,53.56,573635670,28608.49,ISO777,389
Brazil,South America,1971,47.17,1232782494,48029.55,ISO495,384
Spain,Africa,2003,46.34,810706143,14480.84,ISO330,812
Italy,Oceania,1992,77.21,681432542,25598.73,ISO903,278
Indonesia,Asia,1976,74.27,427491920,2601.35,ISO127,620
South Africa,Europe,2019,62.39,444642991,61693.8,ISO574,901
United States,South America,1987,52.37,804624550,32679.78,ISO394,863
United Kingdom,North America,1987,70.49,1213014165,65473.92,ISO944,867
Canada,Asia,1982,41.73,278386431,56961.47,ISO526,65
Germany,Europe,1971,65.57,345590772,66470.8,ISO971,470
Indonesia,Oceania,1955,57.93,274602738,23567.03,ISO190,531
Argentina,Africa,2019,84.0,782673063,15623.59,ISO214,865
Nigeria,Europe,2025,62.84,1398217913,77780.55,ISO258,153
Spain,South America,1998,64.85,1008833399,57668.9,ISO357,145
Italy,North America,1998,72.06,287985951,66889.34,ISO472,119
Italy,South America,1971,61.8,555000908,2037.54,ISO949,827
India,Europe,2008,50.11,1167671166,29002.47,ISO189,68
South Africa,Asia,1982,64.18,1245887269,59682.52,ISO856,432
United Kingdom,North America,2008,82.49,1042337445,7160.64,ISO397,313
Indonesia,North America,2008,58.45,738166785,45819.85,ISO130,709
United Kingdom,Europe,1982,70.58,356330425,34896.75,ISO928,857
United Kingdom,Oceania,2003,84.01,911357367,2391.7,ISO457,433
Egypt,Oceania,2014,77.35,101382596,19642.07,ISO923,164
Australia,South America,2025,69.66,138587914,23498.57,ISO569,978
Spain,Europe,1955,73.12,759294487,9836.94,ISO839,309
France,North America,1982,82.14,223089677,50891.42,ISO950,364
